ID,Date,Company,Title,Location,Link
606,2023-10-06,PayPal,Staff Software Engineer - Java,"Chicago, IL",https://www.linkedin.com/jobs/view/staff-software-engineer-java-at-paypal-3661026061?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=MGFxjR3Befyg%2FgpG5QwQfw%3D%3D&position=8&pageNum=24&trk=public_jobs_jserp-result_search-card
607,2023-09-27,Algo Capital Group,Senior Software Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/senior-software-engineer-at-algo-capital-group-3720764864?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=VZaBaWPbjyz15rp3uxp8mQ%3D%3D&position=9&pageNum=24&trk=public_jobs_jserp-result_search-card
608,2023-08-30,University of Chicago,Sr. Software Engineer in Test,"Chicago, IL",https://www.linkedin.com/jobs/view/sr-software-engineer-in-test-at-university-of-chicago-3708486862?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=HlKmYHRoHavxqopX%2Bd7J8A%3D%3D&position=10&pageNum=24&trk=public_jobs_jserp-result_search-card
609,2023-07-04,Diverse Lynx,Python Developer,"Chicago, IL",https://www.linkedin.com/jobs/view/python-developer-at-diverse-lynx-3648050723?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=X4Dz8eQCUZxs73yQe5PXKg%3D%3D&position=11&pageNum=24&trk=public_jobs_jserp-result_search-card
610,2023-10-04,"CPS, Inc.",Data Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/data-engineer-at-cps-inc-3681127960?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=6%2BhZcADTA4YLTrwTCR0cLQ%3D%3D&position=12&pageNum=24&trk=public_jobs_jserp-result_search-card
611,2023-10-05,Palo Alto Networks,Systems Engineer 1,"Chicago, IL",https://www.linkedin.com/jobs/view/systems-engineer-1-at-palo-alto-networks-3716033376?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=W9TXQKOnGAHonE5BCBNluQ%3D%3D&position=13&pageNum=24&trk=public_jobs_jserp-result_search-card
612,2023-10-03,PayPal,Staff Software Engineer - Java,"Chicago, IL",https://www.linkedin.com/jobs/view/staff-software-engineer-java-at-paypal-3727775511?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=zM0gTPHzRQrnZ4Aspm%2F%2Btg%3D%3D&position=14&pageNum=24&trk=public_jobs_jserp-result_search-card
613,2023-08-18,Ageatia Global Solutions,CAN - Software Engineer,"Lisle, IL",https://www.linkedin.com/jobs/view/can-software-engineer-at-ageatia-global-solutions-3690174013?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=5JpqbdFQMcLHSPheq%2BbUeg%3D%3D&position=15&pageNum=24&trk=public_jobs_jserp-result_search-card
614,2023-06-02,Aspen Dental,Software Engineer - RCM,"Chicago, IL",https://www.linkedin.com/jobs/view/software-engineer-rcm-at-aspen-dental-3647593853?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=00Zgd3ZRcxzc5GlXk8DO%2Fw%3D%3D&position=16&pageNum=24&trk=public_jobs_jserp-result_search-card
615,2023-05-11,Skiltrek,.NET Developer,"Lisle, IL",https://www.linkedin.com/jobs/view/net-developer-at-skiltrek-3623217768?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=rmZm5OwOPRGJPQvbTol2Hg%3D%3D&position=17&pageNum=24&trk=public_jobs_jserp-result_search-card
616,2023-07-21,Canonical,Software Engineer - Cloud Images,"Chicago, IL",https://www.linkedin.com/jobs/view/software-engineer-cloud-images-at-canonical-3671494339?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=KaYb02Pmb%2Ftj%2FquXB3k%2Fbw%3D%3D&position=18&pageNum=24&trk=public_jobs_jserp-result_search-card
617,2023-09-29,Hub Group,Senior Full Stack Developer,"Oak Brook, IL",https://www.linkedin.com/jobs/view/senior-full-stack-developer-at-hub-group-3654185295?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=Nch1uxzDewt83sxPysO4LA%3D%3D&position=19&pageNum=24&trk=public_jobs_jserp-result_search-card
618,2023-05-09,FinTech LLC,Microsoft Full Stack Engineer - Professional,"Chicago, IL",https://www.linkedin.com/jobs/view/microsoft-full-stack-engineer-professional-at-fintech-llc-3597897029?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=IJQv2hqg%2BvAV5WZmVLCJ3g%3D%3D&position=20&pageNum=24&trk=public_jobs_jserp-result_search-card
619,2023-09-07,Peterson Technology Partners,Full Stack Developer (Angular and NodeJS),"Chicago, IL",https://www.linkedin.com/jobs/view/full-stack-developer-angular-and-nodejs-at-peterson-technology-partners-3707537323?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=rJwfM7ROcodqJ7KW%2FluAvg%3D%3D&position=21&pageNum=24&trk=public_jobs_jserp-result_search-card
620,2023-09-26,VARITE INC,QA Automation Engineer (Remote) - W2 Only,"Chicago, IL",https://www.linkedin.com/jobs/view/qa-automation-engineer-remote-w2-only-at-varite-inc-3724379953?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=iDt1qMR0x7T1u1FFcy3tBw%3D%3D&position=22&pageNum=24&trk=public_jobs_jserp-result_search-card
621,2023-07-22,Global Information Technology,AWS Software Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/aws-software-engineer-at-global-information-technology-3695177656?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=%2BE%2BugIYSi8se4f4thBh3Aw%3D%3D&position=23&pageNum=24&trk=public_jobs_jserp-result_search-card
622,2023-05-11,TechDigital,SDET Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/sdet-engineer-at-techdigital-3623245200?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=JL%2B2PiuA22MfqcZ%2Bu%2FAPnA%3D%3D&position=24&pageNum=24&trk=public_jobs_jserp-result_search-card
623,2023-10-09,Noir,.NET Software Engineer – Chicago,"Chicago, IL",https://www.linkedin.com/jobs/view/net-software-engineer-%E2%80%93-chicago-at-noir-3734500614?refId=zb6sw%2BawFspbtFbOisHWnQ%3D%3D&trackingId=w0iA4YFVg0VqpHi6IuKqjg%3D%3D&position=25&pageNum=24&trk=public_jobs_jserp-result_search-card
624,2023-09-12,McDonald's,Software Engineer III - Android,"Chicago, IL",https://www.linkedin.com/jobs/view/software-engineer-iii-android-at-mcdonald-s-3711680583?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=N7YRP7Sg2Q21TyICpsw0rw%3D%3D&position=1&pageNum=25&trk=public_jobs_jserp-result_search-card
625,2023-10-09,Capgemini,Software Developer (contract),"Chicago, IL",https://www.linkedin.com/jobs/view/software-developer-contract-at-capgemini-3734720132?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=rumMOf7A6t9C81PHhMP4jA%3D%3D&position=2&pageNum=25&trk=public_jobs_jserp-result_search-card
626,2023-08-04,Eagle Seven,Systems Engineer (Windows),"Chicago, IL",https://www.linkedin.com/jobs/view/systems-engineer-windows-at-eagle-seven-3686091329?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=s987qtOu5zVKEJtDQ0w9vQ%3D%3D&position=3&pageNum=25&trk=public_jobs_jserp-result_search-card
627,2023-07-27,Fingerprint for Success (F4S),Expression of Interest: Cloud Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/expression-of-interest-cloud-engineer-at-fingerprint-for-success-f4s-3699996640?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=7PhspgTUt%2BP2jTu9djMfdQ%3D%3D&position=4&pageNum=25&trk=public_jobs_jserp-result_search-card
628,2023-09-21,Janus Health,Test Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/test-engineer-at-janus-health-3724285230?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=38k%2FHNa8FeOWlyAJOw0mtQ%3D%3D&position=5&pageNum=25&trk=public_jobs_jserp-result_search-card
629,2023-10-03,KEYENCE CORPORATION,.NET Programmer,"Itasca, IL",https://www.linkedin.com/jobs/view/net-programmer-at-keyence-corporation-3727734677?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=ERbqgcvCbgRW6h1E0%2BZtLw%3D%3D&position=6&pageNum=25&trk=public_jobs_jserp-result_search-card
630,2023-09-20,JPMorgan Chase & Co.,"Software Engineer III - Java, Rewards Group","Chicago, IL",https://www.linkedin.com/jobs/view/software-engineer-iii-java-rewards-group-at-jpmorgan-chase-co-3718261958?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=yf7ck9Mwj9Nn%2F8WrQzYrEg%3D%3D&position=7&pageNum=25&trk=public_jobs_jserp-result_search-card
631,2023-08-15,Michael Page,Lead Software Engineer - C#/.NET,"Glenview, IL",https://www.linkedin.com/jobs/view/lead-software-engineer-c%23-net-at-michael-page-3688183173?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=RVWpspVdCBv3UrD3R42xng%3D%3D&position=8&pageNum=25&trk=public_jobs_jserp-result_search-card
632,2023-09-27,Tighten,Programmer/Lead-Track Programmer,"Chicago, IL",https://www.linkedin.com/jobs/view/programmer-lead-track-programmer-at-tighten-3725561914?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=u2iya2OV7zq6YVQT4DfxeA%3D%3D&position=9&pageNum=25&trk=public_jobs_jserp-result_search-card
633,2023-07-26,Albi,Senior Frontend Engineer,Greater Chicago Area,https://www.linkedin.com/jobs/view/senior-frontend-engineer-at-albi-3673310547?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=le6PUcPp2GxDgDWLxTXs9A%3D%3D&position=10&pageNum=25&trk=public_jobs_jserp-result_search-card
634,2023-09-21,Canonical,Software Engineer (Python/Linux/Packaging),"Chicago, IL",https://www.linkedin.com/jobs/view/software-engineer-python-linux-packaging-at-canonical-3724275725?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=CwQeRBpZ8W0osThCRVk9XA%3D%3D&position=11&pageNum=25&trk=public_jobs_jserp-result_search-card
635,2023-10-08,Fingerprint for Success (F4S),Expression of Interest: Full-Stack Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/expression-of-interest-full-stack-engineer-at-fingerprint-for-success-f4s-3734579902?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=qLF3U6Lf%2Bh%2FSSW9NZOmtJg%3D%3D&position=12&pageNum=25&trk=public_jobs_jserp-result_search-card
636,2023-09-12,Request Technology,C# Developer,"Chicago, IL",https://www.linkedin.com/jobs/view/c%23-developer-at-request-technology-3711665844?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=5smR%2BPqw0UR8nVhaEs3Viw%3D%3D&position=13&pageNum=25&trk=public_jobs_jserp-result_search-card
637,2023-10-02,Systems Guild Inc,Full Stack Microsoft Developer,Greater Chicago Area,https://www.linkedin.com/jobs/view/full-stack-microsoft-developer-at-systems-guild-inc-3727229465?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=6LLSC7%2BdCVD841uvj7e5IA%3D%3D&position=14&pageNum=25&trk=public_jobs_jserp-result_search-card
638,2023-09-15,Forbes Technical Consulting,Senior Software Engineer,Greater Chicago Area,https://www.linkedin.com/jobs/view/senior-software-engineer-at-forbes-technical-consulting-3714366988?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=0tI53X2OskR%2BdJA85qokKQ%3D%3D&position=15&pageNum=25&trk=public_jobs_jserp-result_search-card
639,2023-10-10,CNH Industrial,Full Stack Engineer,"Burr Ridge, IL",https://www.linkedin.com/jobs/view/full-stack-engineer-at-cnh-industrial-3736494148?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=eHNq8MomMZsu1hB0U4p4yw%3D%3D&position=16&pageNum=25&trk=public_jobs_jserp-result_search-card
640,2023-10-04,Pi Square Technologies,Model Based Software Developer for Tractor Transmission,"Willowbrook, IL",https://www.linkedin.com/jobs/view/model-based-software-developer-for-tractor-transmission-at-pi-square-technologies-3728405943?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=oZx8HFhAyKRrR3Xd5qQ%2BZA%3D%3D&position=17&pageNum=25&trk=public_jobs_jserp-result_search-card
641,2023-06-04,Costco IT,Software Developer - iOS Mobile App,"Chicago, IL",https://www.linkedin.com/jobs/view/software-developer-ios-mobile-app-at-costco-it-3647264695?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=KV993zy3YInG8ecaxOxVFA%3D%3D&position=18&pageNum=25&trk=public_jobs_jserp-result_search-card
642,2023-09-29,Whirlpool Corporation,Android Software Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/android-software-engineer-at-whirlpool-corporation-3726754115?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=Mnlfu6CoXarS6BZQe2QOTg%3D%3D&position=19&pageNum=25&trk=public_jobs_jserp-result_search-card
643,2023-10-05,John Deere,Part-Time Student-Software/Data Engineering-Chicago IL,"Chicago, IL",https://www.linkedin.com/jobs/view/part-time-student-software-data-engineering-chicago-il-at-john-deere-3729326205?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=c0IYa5aloBr1Tw9tKM42pQ%3D%3D&position=20&pageNum=25&trk=public_jobs_jserp-result_search-card
644,2023-10-07,Skiltrek,it software engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/it-software-engineer-at-skiltrek-3735700724?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=k45iv1LF5ADZ3zu%2FzAcPWQ%3D%3D&position=21&pageNum=25&trk=public_jobs_jserp-result_search-card
645,2023-09-28,Alliant Credit Union,Software Engineer (Symitar - OpCon),"Chicago, IL",https://www.linkedin.com/jobs/view/software-engineer-symitar-opcon-at-alliant-credit-union-3674707326?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=DTTWfpZb%2BFhEFmMVndSgXw%3D%3D&position=22&pageNum=25&trk=public_jobs_jserp-result_search-card
646,2022-12-13,NauWork,Back-End Engineer [Senior],"Chicago, IL",https://www.linkedin.com/jobs/view/back-end-engineer-senior-at-nauwork-3399289578?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=fZkf0539yw7lZ1fZGJdANQ%3D%3D&position=23&pageNum=25&trk=public_jobs_jserp-result_search-card
647,2023-07-27,Fingerprint for Success (F4S),Expression of Interest: Machine Learning Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/expression-of-interest-machine-learning-engineer-at-fingerprint-for-success-f4s-3699995778?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=EQo1lNwImapuP8BOjc83pg%3D%3D&position=24&pageNum=25&trk=public_jobs_jserp-result_search-card
648,2023-09-19,Janus Health,Data Scientist,"Chicago, IL",https://www.linkedin.com/jobs/view/data-scientist-at-janus-health-3722186413?refId=T9utUmfzcLMOumYAUdM28w%3D%3D&trackingId=Y5ZbxajhYzeu3HkyrMtrdg%3D%3D&position=25&pageNum=25&trk=public_jobs_jserp-result_search-card
649,2023-10-04,Uline,Software Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/software-engineer-at-uline-3504542931?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=hlMu15CAHJixwDXqG0pWUA%3D%3D&position=1&pageNum=26&trk=public_jobs_jserp-result_search-card
650,2023-03-24,Costco IT,Software Developer - Android Mobile App,"Chicago, IL",https://www.linkedin.com/jobs/view/software-developer-android-mobile-app-at-costco-it-3536675496?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=TTBGxfi4yqkMC099IBX%2BrQ%3D%3D&position=2&pageNum=26&trk=public_jobs_jserp-result_search-card
651,2023-09-24,Adyen,Senior Java Software Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/senior-java-software-engineer-at-adyen-3195708309?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=GNF6zfSxoMbbCBzPDgl8%2FA%3D%3D&position=3&pageNum=26&trk=public_jobs_jserp-result_search-card
652,2023-09-20,CNH Industrial,"Software Test Engineer Intern, Automation/ Integration","Oak Brook, IL",https://www.linkedin.com/jobs/view/software-test-engineer-intern-automation-integration-at-cnh-industrial-3715381452?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=XUycvQpAjpKRYnLWa%2FeLgw%3D%3D&position=4&pageNum=26&trk=public_jobs_jserp-result_search-card
653,2023-09-05,Steneral Consulting,".Net Full Stack Developer ||   Chicago, IL -- Onsite hybrid role -- Need locals only here ","Chicago, IL",https://www.linkedin.com/jobs/view/net-full-stack-developer-%C2%A0-chicago-il-onsite-hybrid-role-need-locals-only-here%C2%A0-at-steneral-consulting-3710638215?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=Qe09MbwLTuCh44pLsHnChA%3D%3D&position=5&pageNum=26&trk=public_jobs_jserp-result_search-card
654,2023-10-05,Corrugated Supplies Company,Software Engineer,"Bedford Park, IL",https://www.linkedin.com/jobs/view/software-engineer-at-corrugated-supplies-company-3731917421?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=hYoskFUQOZxAvcsuQuEELw%3D%3D&position=6&pageNum=26&trk=public_jobs_jserp-result_search-card
655,2023-10-02,Screencastify,Senior Software Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/senior-software-engineer-at-screencastify-3704304366?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=mF3b4qNje9Yw1d%2F0EyJShQ%3D%3D&position=7&pageNum=26&trk=public_jobs_jserp-result_search-card
656,2023-09-19,Swoon,Senior Software Engineer-75952,Greater Chicago Area,https://www.linkedin.com/jobs/view/senior-software-engineer-75952-at-swoon-3717691628?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=Ll46x%2BIjQqTOiWE%2FYrD4Qw%3D%3D&position=8&pageNum=26&trk=public_jobs_jserp-result_search-card
657,2023-05-23,Skiltrek,.Net Developer,"Chicago, IL",https://www.linkedin.com/jobs/view/net-developer-at-skiltrek-3623222055?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=PRcbjQhxU913JlOLiqdnpg%3D%3D&position=9&pageNum=26&trk=public_jobs_jserp-result_search-card
658,2023-09-21,Enova International,Senior Java Engineer (Hybrid),"Chicago, IL",https://www.linkedin.com/jobs/view/senior-java-engineer-hybrid-at-enova-international-3483824531?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=dwd9kw8gt9d%2BHkEhh5PpqA%3D%3D&position=10&pageNum=26&trk=public_jobs_jserp-result_search-card
659,2023-09-22,McMaster-Carr,Android Developer,"Elmhurst, IL",https://www.linkedin.com/jobs/view/android-developer-at-mcmaster-carr-3653248060?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=qlgvyCYDUO629hYULuvWNw%3D%3D&position=11&pageNum=26&trk=public_jobs_jserp-result_search-card
660,2023-08-31,MindPal,Senior PHP Developer,"Chicago, IL",https://www.linkedin.com/jobs/view/senior-php-developer-at-mindpal-3708510426?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=SlUH29FKMC0xJvf%2F0Xf6Hg%3D%3D&position=12&pageNum=26&trk=public_jobs_jserp-result_search-card
661,2023-10-04,NTT DATA Services,Java Developer,"Riverwoods, IL",https://www.linkedin.com/jobs/view/java-developer-at-ntt-data-services-3733194579?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=mBr9UQyPa0N9AQjC3ZEgVA%3D%3D&position=13&pageNum=26&trk=public_jobs_jserp-result_search-card
662,2023-08-10,Yes Energy,Senior Fullstack Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/senior-fullstack-engineer-at-yes-energy-3693566740?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=6lgLbl98EPZWh39Z3RsILg%3D%3D&position=14&pageNum=26&trk=public_jobs_jserp-result_search-card
663,2023-08-08,Natterbox,Solution Engineer - US,"Chicago, IL",https://www.linkedin.com/jobs/view/solution-engineer-us-at-natterbox-3688654161?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=uUR3ImAqUbantYEf4fMDBg%3D%3D&position=15&pageNum=26&trk=public_jobs_jserp-result_search-card
664,2023-06-22,IVY TECH SOLUTIONS INC,Java Developer,"Riverwoods, IL",https://www.linkedin.com/jobs/view/java-developer-at-ivy-tech-solutions-inc-3667175636?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=weR%2BJNYIEk7ZNxI0PNv1Fw%3D%3D&position=16&pageNum=26&trk=public_jobs_jserp-result_search-card
665,2023-08-08,Allstate,Senior Full Stack Developer- Remote,"Chicago, IL",https://www.linkedin.com/jobs/view/senior-full-stack-developer-remote-at-allstate-3708819761?refId=XYzYcZmcdcsC66QXp0Cy1g%3D%3D&trackingId=QEwpReO3bf610U2yvJargA%3D%3D&position=17&pageNum=26&trk=public_jobs_jserp-result_search-card
