ID,Date,Company,Title,Location,Link
294,2023-03-28,MoTek Technologies,Machine Learning Engineer,"Palo Alto, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-motek-technologies-3576838327?refId=wqBM9yOD5VQs4efijAYemA%3D%3D&trackingId=UQ3B2aPYL1%2FVijMJfSwhrQ%3D%3D&position=20&pageNum=11&trk=public_jobs_jserp-result_search-card
295,2023-06-19,Lily AI,Staff Data Scientist,"Mountain View, CA",https://www.linkedin.com/jobs/view/staff-data-scientist-at-lily-ai-3663901036?refId=wqBM9yOD5VQs4efijAYemA%3D%3D&trackingId=08v71sCp4xbMblnCC84iNA%3D%3D&position=21&pageNum=11&trk=public_jobs_jserp-result_search-card
296,2023-10-02,Cynet Systems,Generative AI Data Scientist,"Santa Clara, CA",https://www.linkedin.com/jobs/view/generative-ai-data-scientist-at-cynet-systems-3726999363?refId=wqBM9yOD5VQs4efijAYemA%3D%3D&trackingId=OqqAzabn2IFPn4rhuVPrbg%3D%3D&position=22&pageNum=11&trk=public_jobs_jserp-result_search-card
297,2022-12-16,HEALTH[at]SCALE Technologies,Machine Learning Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-health-at-scale-technologies-3427605155?refId=wqBM9yOD5VQs4efijAYemA%3D%3D&trackingId=CcO7WjsqjEQklELU8Ip%2Frw%3D%3D&position=23&pageNum=11&trk=public_jobs_jserp-result_search-card
298,2023-03-28,MoTek Technologies,Machine Learning Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-motek-technologies-3576839037?refId=wqBM9yOD5VQs4efijAYemA%3D%3D&trackingId=YhNkMj2aU4I17Q%2BoBwhHTQ%3D%3D&position=24&pageNum=11&trk=public_jobs_jserp-result_search-card
299,2023-09-22,Apple,ML Data and Search Engineer - SPG,"Cupertino, CA",https://www.linkedin.com/jobs/view/ml-data-and-search-engineer-spg-at-apple-3604582413?refId=wqBM9yOD5VQs4efijAYemA%3D%3D&trackingId=AuAIQ3KEy4zUw%2BXIAxkzwg%3D%3D&position=25&pageNum=11&trk=public_jobs_jserp-result_search-card
300,2023-09-22,Apple,"AIML - Machine Learning Engineer, Siri Understanding","Cupertino, CA",https://www.linkedin.com/jobs/view/aiml-machine-learning-engineer-siri-understanding-at-apple-3604580626?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=B53AntBkqyS6tC0l414OYA%3D%3D&position=1&pageNum=12&trk=public_jobs_jserp-result_search-card
301,2023-06-06,Precision Neuroscience,Senior Machine Learning Scientist,"Mountain View, CA",https://www.linkedin.com/jobs/view/senior-machine-learning-scientist-at-precision-neuroscience-3628246598?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=eFQExmzyz7vC%2BfkrK5GEew%3D%3D&position=2&pageNum=12&trk=public_jobs_jserp-result_search-card
302,2023-08-16,Matician,Research Engineer,"Mountain View, CA",https://www.linkedin.com/jobs/view/research-engineer-at-matician-3696157252?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=OGMbk%2Fl0vS27UUjR3Kx7vg%3D%3D&position=3&pageNum=12&trk=public_jobs_jserp-result_search-card
303,2023-09-19,Figma,Data Scientist - Marketing,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-marketing-at-figma-3721436155?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=BB%2BGgTRNZ9uv9joErOISLQ%3D%3D&position=4&pageNum=12&trk=public_jobs_jserp-result_search-card
304,2023-03-28,MoTek Technologies,Machine Learning Scientist,"Los Altos, CA",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-motek-technologies-3576832686?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=Vq%2BFl%2FHk1jfpMQy6g0R2%2Bg%3D%3D&position=5&pageNum=12&trk=public_jobs_jserp-result_search-card
305,2023-10-03,Waabi,Machine Learning Engineer,"San Francisco County, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-waabi-3726080277?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=X7HqlHEEdpPv924dzEWf%2Bw%3D%3D&position=6&pageNum=12&trk=public_jobs_jserp-result_search-card
306,2023-03-28,MoTek Technologies,Software Engineer - Machine Learning,"San Francisco, CA",https://www.linkedin.com/jobs/view/software-engineer-machine-learning-at-motek-technologies-3576839259?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=AQ%2Bw58W0dItSkTLDIt0NzA%3D%3D&position=7&pageNum=12&trk=public_jobs_jserp-result_search-card
307,2023-09-28,Apple,"AIML - Software Engineer, Machine Learning Platform & Intelligence","Cupertino, CA",https://www.linkedin.com/jobs/view/aiml-software-engineer-machine-learning-platform-intelligence-at-apple-3688153197?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=NxP35gwec7QMmghOvRSbrg%3D%3D&position=8&pageNum=12&trk=public_jobs_jserp-result_search-card
308,2023-09-22,TikTok,Data Scientist Graduate (TikTok Ecosystem & Analytics) - 2024 Start (PhD),"San Jose, CA",https://www.linkedin.com/jobs/view/data-scientist-graduate-tiktok-ecosystem-analytics-2024-start-phd-at-tiktok-3691317339?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=mSBJ4Ktv3QUxsUvMSj80bA%3D%3D&position=9&pageNum=12&trk=public_jobs_jserp-result_search-card
309,2023-09-23,Apple,"Machine Learning Engineer, Sense Maps - SPG","Cupertino, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-sense-maps-spg-at-apple-3604579456?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=cWR92jCsLBx1l%2BZn3mGoSQ%3D%3D&position=10&pageNum=12&trk=public_jobs_jserp-result_search-card
310,2023-07-05,Stanford University,Data Scientist and Data Manager,"Stanford, CA",https://www.linkedin.com/jobs/view/data-scientist-and-data-manager-at-stanford-university-3644109334?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=4dIFnp2afxCsomEcPQAUDA%3D%3D&position=11&pageNum=12&trk=public_jobs_jserp-result_search-card
311,2023-07-10,Mashgin,"Software Engineer, Computer Vision and Deep Learning","Palo Alto, CA",https://www.linkedin.com/jobs/view/software-engineer-computer-vision-and-deep-learning-at-mashgin-3683262365?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=IbX4USU36Wgydb6Z1TWwvQ%3D%3D&position=12&pageNum=12&trk=public_jobs_jserp-result_search-card
312,2023-03-28,MoTek Technologies,Data Scientist Manager,"Mountain View, CA",https://www.linkedin.com/jobs/view/data-scientist-manager-at-motek-technologies-3576838522?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=4DBdPJ2dCsWAWCM%2FQAzU5g%3D%3D&position=13&pageNum=12&trk=public_jobs_jserp-result_search-card
313,2023-03-28,MoTek Technologies,Machine Learning Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-motek-technologies-3576837849?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=FUtjc2keGhf8q6kR1s7KCw%3D%3D&position=14&pageNum=12&trk=public_jobs_jserp-result_search-card
314,2023-09-22,TikTok,"Machine Learning Engineer, Graduate (Search E-commerce) - 2024 Start (BS/MS)","San Jose, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-graduate-search-e-commerce-2024-start-bs-ms-at-tiktok-3691332455?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=dWk%2ByizZps23Jnw%2FZ%2BFOnA%3D%3D&position=15&pageNum=12&trk=public_jobs_jserp-result_search-card
315,2023-09-26,Notable,Senior ML / AI Engineer,"San Mateo, CA",https://www.linkedin.com/jobs/view/senior-ml-ai-engineer-at-notable-3674216096?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=0TqL6kLy0gkdk3d2eMZR%2FQ%3D%3D&position=16&pageNum=12&trk=public_jobs_jserp-result_search-card
316,2023-09-23,InMobi,"Data Scientist IV, RMG.","San Mateo, CA",https://www.linkedin.com/jobs/view/data-scientist-iv-rmg-at-inmobi-3628639581?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=YexmmyYRoCDmLzDoX%2BvRDA%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card
317,2023-08-04,Bayer,Data Science & Statistics Co-Op,"Berkeley, CA",https://www.linkedin.com/jobs/view/data-science-statistics-co-op-at-bayer-3684597686?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=HJhuzOHBwd1P1q5FR1r5bw%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card
318,2023-10-07,Unusual Ventures,Founding Machine Learning Applied Scientist - Speech (Stealth Startup),"San Francisco, CA",https://www.linkedin.com/jobs/view/founding-machine-learning-applied-scientist-speech-stealth-startup-at-unusual-ventures-3637618410?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=TNGFYiDvrGW3vr59seNofg%3D%3D&position=19&pageNum=12&trk=public_jobs_jserp-result_search-card
319,2023-09-26,GRAIL,"Data Scientist 2, Menlo Park, CA # 3192","Menlo Park, CA",https://www.linkedin.com/jobs/view/data-scientist-2-menlo-park-ca-%23-3192-at-grail-3694035408?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=aewr31PJcvuLiGga6wuvvw%3D%3D&position=20&pageNum=12&trk=public_jobs_jserp-result_search-card
320,2023-03-28,MoTek Technologies,Machine Learning Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-motek-technologies-3576837933?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=%2BHGU6VVY8V8jTdosurmVZA%3D%3D&position=21&pageNum=12&trk=public_jobs_jserp-result_search-card
321,2023-09-09,"Anveta, Inc",SDET,San Francisco Bay Area,https://www.linkedin.com/jobs/view/sdet-at-anveta-inc-3713236806?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=prjt6isqWbCmIcxXOVsVjw%3D%3D&position=22&pageNum=12&trk=public_jobs_jserp-result_search-card
322,2023-06-25,Infotree Global Solutions,"Data Scientist at St. Louis, MO / San Francisco, CA / Seattle, WA / Chicago, IL","San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-at-st-louis-mo-san-francisco-ca-seattle-wa-chicago-il-at-infotree-global-solutions-3667471235?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=MuHNdHn2JisD73TKnEJw5g%3D%3D&position=23&pageNum=12&trk=public_jobs_jserp-result_search-card
323,2023-07-05,United Consulting Hub,Python Programmer/Developer,"Cupertino, CA",https://www.linkedin.com/jobs/view/python-programmer-developer-at-united-consulting-hub-3654527497?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=tGUS4SrH9yQhUuz%2FoMI3vA%3D%3D&position=24&pageNum=12&trk=public_jobs_jserp-result_search-card
324,2023-08-23,Alldus,Data Scientist,"Palo Alto, CA",https://www.linkedin.com/jobs/view/data-scientist-at-alldus-3702817019?refId=JImMA%2BB8UhJrxh13o2pH5Q%3D%3D&trackingId=%2FmJI6%2BnlPJlA96FJRGaW%2Fw%3D%3D&position=25&pageNum=12&trk=public_jobs_jserp-result_search-card
325,2023-09-20,Kodiak,"Winter 2024 Intern, Data Science","Mountain View, CA",https://www.linkedin.com/jobs/view/winter-2024-intern-data-science-at-kodiak-3719520612?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=C%2FnjRwrgoC5CmHsOctiQDA%3D%3D&position=1&pageNum=13&trk=public_jobs_jserp-result_search-card
326,2023-10-09,GenTok,AI App Developer,"San Jose, CA",https://www.linkedin.com/jobs/view/ai-app-developer-at-gentok-3730595622?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=KJROzn4A5bek18OlGfYmQA%3D%3D&position=2&pageNum=13&trk=public_jobs_jserp-result_search-card
327,2023-09-01,L4B Software,MLOps Engineer,"Santa Clara, CA",https://www.linkedin.com/jobs/view/mlops-engineer-at-l4b-software-3723715748?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=r%2BuzC8UPyGQ%2FJCdrp%2Fbmjg%3D%3D&position=3&pageNum=13&trk=public_jobs_jserp-result_search-card
328,2023-03-28,MoTek Technologies,Machine Learning Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-motek-technologies-3576843086?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=ZGuY918pNFlh8Fet%2BQWHXQ%3D%3D&position=4&pageNum=13&trk=public_jobs_jserp-result_search-card
329,2023-10-06,Abbott,Staff Data Scientist,"Pleasanton, CA",https://www.linkedin.com/jobs/view/staff-data-scientist-at-abbott-3728387915?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=GmkeBxYCwfVGoLZR%2F2GWUw%3D%3D&position=5&pageNum=13&trk=public_jobs_jserp-result_search-card
330,2023-09-26,Pivotal Life Sciences,ML AI Engineer,San Francisco Bay Area,https://www.linkedin.com/jobs/view/ml-ai-engineer-at-pivotal-life-sciences-3676739630?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=%2Ft57Lfwt%2FmSox8y0LD1Wmw%3D%3D&position=6&pageNum=13&trk=public_jobs_jserp-result_search-card
331,2023-09-28,Salesforce,Applied Scientist - Salesforce AI Research,"Palo Alto, CA",https://www.linkedin.com/jobs/view/applied-scientist-salesforce-ai-research-at-salesforce-3710243710?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=PXk2QMF%2FtHIs9q9WIYHRNA%3D%3D&position=7&pageNum=13&trk=public_jobs_jserp-result_search-card
332,2023-07-02,Okcoin,"Sr. Data Scientist, Fraud Risk","San Jose, CA",https://www.linkedin.com/jobs/view/sr-data-scientist-fraud-risk-at-okcoin-3676402286?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=5wuUWctswF463O4ZqB%2FWuQ%3D%3D&position=8&pageNum=13&trk=public_jobs_jserp-result_search-card
333,2023-07-20,Lucid Motors,Sr. Data Scientist.,"Newark, CA",https://www.linkedin.com/jobs/view/sr-data-scientist-at-lucid-motors-3661069755?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=31vWmZhX143u2R9Z%2B8ROog%3D%3D&position=9&pageNum=13&trk=public_jobs_jserp-result_search-card
334,2023-07-13,"ShiftCode Analytics, Inc.",Python Programmer : Apple,"Cupertino, CA",https://www.linkedin.com/jobs/view/python-programmer-apple-at-shiftcode-analytics-inc-3683647435?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=L47wrXjzEbyBXtzaetvSBQ%3D%3D&position=10&pageNum=13&trk=public_jobs_jserp-result_search-card
335,2023-09-11,NewLimit,"Data Scientist, Computational Biology","South San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-computational-biology-at-newlimit-3734647486?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=ggrJ93XwxigM0ktDItJrJg%3D%3D&position=11&pageNum=13&trk=public_jobs_jserp-result_search-card
336,2023-10-05,TikTok,"Data Scientist/Sr Data Scientist, Product Analytics - USDS","Mountain View, CA",https://www.linkedin.com/jobs/view/data-scientist-sr-data-scientist-product-analytics-usds-at-tiktok-3555990330?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=KUJcpE23jroMs7BGf0NeMg%3D%3D&position=12&pageNum=13&trk=public_jobs_jserp-result_search-card
337,2023-03-28,MoTek Technologies,AI Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/ai-engineer-at-motek-technologies-3576838925?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=iZXlWCP4Afe3MjFj9FtmHA%3D%3D&position=13&pageNum=13&trk=public_jobs_jserp-result_search-card
338,2023-10-07,SynergisticIT,Entry Level Programmer/Coder/Developer/Data Scientist/Analyst/Engineer,"San Jose, CA",https://www.linkedin.com/jobs/view/entry-level-programmer-coder-developer-data-scientist-analyst-engineer-at-synergisticit-3729765921?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=F7z4n1tF87u4U7GcsWqvcg%3D%3D&position=14&pageNum=13&trk=public_jobs_jserp-result_search-card
339,2023-09-29,SAP,Senior AI/ML Applied Scientist - Generative AI and Structured Data,"Palo Alto, CA",https://www.linkedin.com/jobs/view/senior-ai-ml-applied-scientist-generative-ai-and-structured-data-at-sap-3693911390?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=KDb8LgAdsYdELL%2BpC%2BY62w%3D%3D&position=15&pageNum=13&trk=public_jobs_jserp-result_search-card
340,2023-09-24,Bain & Company,Senior Machine Learning Engineer,"Palo Alto, CA",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-bain-company-3704094423?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=X7%2FqHOvtvPy%2Fk8%2F3YraG5A%3D%3D&position=16&pageNum=13&trk=public_jobs_jserp-result_search-card
341,2023-03-28,MoTek Technologies,Machine Learning Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-motek-technologies-3576834556?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=VtE2aTug9TwJW1m4iBDSFg%3D%3D&position=17&pageNum=13&trk=public_jobs_jserp-result_search-card
342,2023-03-28,MoTek Technologies,Machine Learning Enigneer,"Redwood City, CA",https://www.linkedin.com/jobs/view/machine-learning-enigneer-at-motek-technologies-3576832970?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=Mx3sNiE5qW1TLjNNAsSdvA%3D%3D&position=18&pageNum=13&trk=public_jobs_jserp-result_search-card
343,2023-06-17,Roboflow,Full Stack Machine Learning Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/full-stack-machine-learning-engineer-at-roboflow-3636766989?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=L1z1bM1JC79dVnhDt%2BA%2BvA%3D%3D&position=19&pageNum=13&trk=public_jobs_jserp-result_search-card
344,2023-03-28,MoTek Technologies,"Plus AI - ML, CV, SWE","Los Altos, CA",https://www.linkedin.com/jobs/view/plus-ai-ml-cv-swe-at-motek-technologies-3576835429?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=eI5sSU7hghofE0VY1POYcQ%3D%3D&position=20&pageNum=13&trk=public_jobs_jserp-result_search-card
345,2023-09-20,DPP Tech,MLOps Engineer,San Francisco Bay Area,https://www.linkedin.com/jobs/view/mlops-engineer-at-dpp-tech-3725107457?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=x2Rjj%2ByrZChybau4siY9Vw%3D%3D&position=21&pageNum=13&trk=public_jobs_jserp-result_search-card
346,2023-05-05,Braves Technologies,AI/ML Workloads Engineer,"San Jose, CA",https://www.linkedin.com/jobs/view/ai-ml-workloads-engineer-at-braves-technologies-3598180824?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=HJSwNvX%2B37%2F0xNrAxifYNw%3D%3D&position=22&pageNum=13&trk=public_jobs_jserp-result_search-card
347,2023-09-22,Apple,"Machine Learning Engineer, Trajectory Prediction - SPG","Cupertino, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-trajectory-prediction-spg-at-apple-3604580471?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=Fdaxcg28G9dHHqHuC0sCww%3D%3D&position=23&pageNum=13&trk=public_jobs_jserp-result_search-card
348,2023-04-07,Distyl AI,Applied AI Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/applied-ai-engineer-at-distyl-ai-3561387949?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=igAToJp0CB0BtHM%2FuVYQYQ%3D%3D&position=24&pageNum=13&trk=public_jobs_jserp-result_search-card
349,2023-09-29,Apple,Senior Machine Learning Engineer,"Cupertino, CA",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-apple-3690156626?refId=IeCPTqyDDwAlRfZjtpp4wA%3D%3D&trackingId=kxA68QX81wpB%2F0Io%2FqWbgQ%3D%3D&position=25&pageNum=13&trk=public_jobs_jserp-result_search-card
350,2023-08-03,NewLimit,"Data Scientist, Bioinformatics","South San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-bioinformatics-at-newlimit-3706106013?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=rXDrLkTQzbnA1yNYVtBIdA%3D%3D&position=1&pageNum=14&trk=public_jobs_jserp-result_search-card
351,2023-10-04,Apple,"AIML - Software Engineer, Machine Learning Platform & Intelligence","Cupertino, CA",https://www.linkedin.com/jobs/view/aiml-software-engineer-machine-learning-platform-intelligence-at-apple-3692352201?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=NJ6l2rb0FRImlS6Z3EFl7A%3D%3D&position=2&pageNum=14&trk=public_jobs_jserp-result_search-card
352,2023-03-28,MoTek Technologies,Machine Learning / Computer Vision Enginee,"San Leandro, CA",https://www.linkedin.com/jobs/view/machine-learning-computer-vision-enginee-at-motek-technologies-3576839412?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=G0har%2BqbKSFWOcaTR7XMbg%3D%3D&position=3&pageNum=14&trk=public_jobs_jserp-result_search-card
353,2023-10-04,Apple,"Senior Machine Learning Engineer, SWE Developer Productivity","Cupertino, CA",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-swe-developer-productivity-at-apple-3712133572?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=%2BJLvtZkkRnfLn5jw%2BephCQ%3D%3D&position=4&pageNum=14&trk=public_jobs_jserp-result_search-card
354,2023-09-12,Greylock,Sr. Software Engineer -- Machine Learning,"San Francisco, CA",https://www.linkedin.com/jobs/view/sr-software-engineer-machine-learning-at-greylock-3159505388?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=sWuimRd9EjJiprcbprWbKg%3D%3D&position=5&pageNum=14&trk=public_jobs_jserp-result_search-card
355,2023-08-21,Pacer Staffing LLC,Scientist 1,"Fremont, CA",https://www.linkedin.com/jobs/view/scientist-1-at-pacer-staffing-llc-3696352867?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=8Nn%2BAW5Q56qGT2Wcqx1f%2BA%3D%3D&position=6&pageNum=14&trk=public_jobs_jserp-result_search-card
356,2023-09-01,Mill,Algorithms and Sensor Developer,"San Bruno, CA",https://www.linkedin.com/jobs/view/algorithms-and-sensor-developer-at-mill-3707671873?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=ofkhVGGxdqqdzEBvy55s8Q%3D%3D&position=7&pageNum=14&trk=public_jobs_jserp-result_search-card
357,2023-09-01,W3Global,Data Scientist - AdTech,"Santa Clara, CA",https://www.linkedin.com/jobs/view/data-scientist-adtech-at-w3global-3700072405?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=Owsspava3IEcDELCdz6L%2BA%3D%3D&position=8&pageNum=14&trk=public_jobs_jserp-result_search-card
358,2023-07-10,SynergisticIT,Junior Python Programmer,"Fremont, CA",https://www.linkedin.com/jobs/view/junior-python-programmer-at-synergisticit-3682143402?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=Wlb5ROaGSdoa0BhPNv06%2Bg%3D%3D&position=9&pageNum=14&trk=public_jobs_jserp-result_search-card
359,2023-05-11,SynergisticIT,MACHINE LEARNING DEVLOPER,"Fremont, CA",https://www.linkedin.com/jobs/view/machine-learning-devloper-at-synergisticit-3622572471?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=JbzSNcpKp5%2BzINaC9Eh%2Bpw%3D%3D&position=10&pageNum=14&trk=public_jobs_jserp-result_search-card
360,2023-03-29,Mashgin,"Software Engineer, Computer Vision and Deep Learning","Palo Alto, CA",https://www.linkedin.com/jobs/view/software-engineer-computer-vision-and-deep-learning-at-mashgin-3575085348?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=AgS%2B0eL6Mvo%2Fyo6l66Eihw%3D%3D&position=11&pageNum=14&trk=public_jobs_jserp-result_search-card
361,2023-06-02,Moonhub,Founding ML / NLP Engineer,"San Francisco, CA",https://www.linkedin.com/jobs/view/founding-ml-nlp-engineer-at-moonhub-3648724025?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=Af%2FiIZ2hcJ%2FqpdgnYmQB1w%3D%3D&position=12&pageNum=14&trk=public_jobs_jserp-result_search-card
362,2023-09-16,SynergisticIT,Entry Level Programmer/Coder/Developer/Data Scientist/Analyst/Engineer,"San Jose, CA",https://www.linkedin.com/jobs/view/entry-level-programmer-coder-developer-data-scientist-analyst-engineer-at-synergisticit-3715204995?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=ZOUzU3Z6GpuPwyjXM6ZwZQ%3D%3D&position=13&pageNum=14&trk=public_jobs_jserp-result_search-card
363,2023-06-23,Fizz,Senior Machine Learning Engineer,"Palo Alto, CA",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-fizz-3664077133?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=9ec6RfzlGlx9qWbSGbOwzw%3D%3D&position=14&pageNum=14&trk=public_jobs_jserp-result_search-card
364,2023-09-29,Apple,ML Graphics Software Engineer,"Cupertino, CA",https://www.linkedin.com/jobs/view/ml-graphics-software-engineer-at-apple-3673549264?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=ZHSb1TX54xuH6Nxi3RIHhg%3D%3D&position=15&pageNum=14&trk=public_jobs_jserp-result_search-card
365,2023-07-27,Fingerprint for Success (F4S),Expression of Interest: Senior Data Scientist,"San Jose, CA",https://www.linkedin.com/jobs/view/expression-of-interest-senior-data-scientist-at-fingerprint-for-success-f4s-3699999154?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=OV2O%2BqP%2FdOxh%2BG3yO3Cgsw%3D%3D&position=16&pageNum=14&trk=public_jobs_jserp-result_search-card
366,2023-09-20,Haus,ML Platform Engineer [Staff],"Mountain View, CA",https://www.linkedin.com/jobs/view/ml-platform-engineer-staff-at-haus-3719549672?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=VM2SD4qRhl98Ibp%2BYO6H6Q%3D%3D&position=17&pageNum=14&trk=public_jobs_jserp-result_search-card
367,2023-08-29,Diverse Lynx,Machine Learning Engineer,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-diverse-lynx-3699261752?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=Ml0hCbSEQ5vp5NgasXGovw%3D%3D&position=18&pageNum=14&trk=public_jobs_jserp-result_search-card
368,2023-09-21,Walmart,Principal Data Scientist | AI in Ops | Sunnyvale,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/principal-data-scientist-ai-in-ops-sunnyvale-at-walmart-3725196552?refId=1gr5ewZaj6K%2BB%2FmUJWjZuQ%3D%3D&trackingId=rvGmaI3XqurKotU0Sx5mYA%3D%3D&position=19&pageNum=14&trk=public_jobs_jserp-result_search-card
